Thread Title,Thread URL
Pricing Model missing,https://wordpress.org/support/topic/pricing-model-missing/
Enrolled students in MySQL database,https://wordpress.org/support/topic/enrolled-students-in-mysql-database/
Fatal Error when clicking on Start Learning,https://wordpress.org/support/topic/fatal-error-when-clicking-on-start-learning/
Quiz is protected even if the answer is wrong,https://wordpress.org/support/topic/quiz-is-protected-even-if-the-answer-is-wrong/
Issues after the recent update,https://wordpress.org/support/topic/issues-after-the-recent-update/
Cannot view answers for quiz questions,https://wordpress.org/support/topic/cannot-view-answers-for-quiz-questions/
Editing course page,https://wordpress.org/support/topic/editing-course-page/
There’s a big question in the quiz,https://wordpress.org/support/topic/theres-a-big-question-in-the-quiz/
Start leanring not showing on courses,https://wordpress.org/support/topic/start-leanring-not-showing-on-courses/
Dashboard: Wishlist,https://wordpress.org/support/topic/dashboard-wishlist/
Can’t edit course content with elementor,https://wordpress.org/support/topic/cant-edit-course-content-with-elementor/
Unhandled Runtime Error,https://wordpress.org/support/topic/unhandled-runtime-error/
Failed to initialize plugin: codesample,https://wordpress.org/support/topic/failed-to-initialize-plugin-codesample/
Can’t edit course content,https://wordpress.org/support/topic/cant-edit-course-content/
Tutor LMS Quiz Error,https://wordpress.org/support/topic/tutor-lms-quiz-error/
How can I play HLS encrypted (m3u8) videos,https://wordpress.org/support/topic/how-can-i-play-hls-encrypted-m3u8-videos/
Why There is Shipping on Course Bundle,https://wordpress.org/support/topic/why-there-is-shipping-on-course-bundle/
Manual Enrollment,https://wordpress.org/support/topic/manual-enrollment-3/
Find completed course in database,https://wordpress.org/support/topic/find-completed-course-in-database/
Different display of courses with the same settings,https://wordpress.org/support/topic/different-display-of-courses-with-the-same-settings/
Lessons in course do not show,https://wordpress.org/support/topic/lessons-in-course-do-not-show/
Show more/less translation switches back & missing in Loco translate,https://wordpress.org/support/topic/show-more-less-translation-switches-back-missing-in-loco-translate/
Inquiry About Black Friday Discount for Tutor LMS Pro Version,https://wordpress.org/support/topic/inquiry-about-black-friday-discount-for-tutor-lms-pro-version/
Problem in syc comments or Q&A in dashboard,https://wordpress.org/support/topic/problem-in-syc-comments-or-qa-in-dashboard/
Quize Free,https://wordpress.org/support/topic/quize-free/
i create custom course detail but not affect for course bundle,https://wordpress.org/support/topic/i-create-custom-course-detail-but-not-affect-for-course-bundle/
Immediate Attention Needed: Videos Stuck on Buffering,https://wordpress.org/support/topic/immediate-attention-needed-videos-stuck-on-buffering/
People ARe not able to watch videos as when they click on video it starts buffer,https://wordpress.org/support/topic/people-are-not-able-to-watch-videos-as-when-they-click-on-video-it-starts-buffer/
I have these errors. Please help:(,https://wordpress.org/support/topic/tengo-estos-errores/
Start learning don’t start the course,https://wordpress.org/support/topic/start-learning-dont-start-the-course/
[NSFW] How can I change login page a dashboard in website.com/dashboard,https://wordpress.org/support/topic/how-can-i-change-login-page-a-dashboard-in-website-com-dashboard/
The button ‘Add to questions’ its not working,https://wordpress.org/support/topic/the-button-add-to-questions-its-not-working/
How to sell same course individually and under membership both,https://wordpress.org/support/topic/how-to-sell-same-course-individually-and-under-membership-both/
course count by Instructor,https://wordpress.org/support/topic/course-count-by-instructor/
Custom Courses Page,https://wordpress.org/support/topic/custom-courses-page/
In tutor lms how can I modify course-category page,https://wordpress.org/support/topic/in-tutor-lms-how-can-i-modify-course-category-page/
Students suddenly cant login.,https://wordpress.org/support/topic/students-suddenly-cant-login/
Add external and manual grading – REST API,https://wordpress.org/support/topic/add-external-and-manual-grading-rest-api/
Question Answer link in dasboard not working,https://wordpress.org/support/topic/question-answer-link-in-dasboard-not-working/
Does it support viewing videos on YouTube without using the Tutor player?,https://wordpress.org/support/topic/does-it-support-viewing-videos-on-youtube-without-using-the-tutor-player/
Conflict API REST with Woocommerce,https://wordpress.org/support/topic/conflict-api-rest-with-woocommerce/
Custom certificate error,https://wordpress.org/support/topic/custom-certificate-error/
Content disappearing,https://wordpress.org/support/topic/content-disappearing-6/
Add to cart link + redirect after student subscribes,https://wordpress.org/support/topic/add-to-cart-link-redirect-after-student-subscribes/
Can’t create custom course archive page,https://wordpress.org/support/topic/cant-create-custom-course-archive-page/
I don’t see the course in the courses section,https://wordpress.org/support/topic/i-dont-see-the-course-in-the-courses-section/
Funny error message at login page,https://wordpress.org/support/topic/funny-error-message-at-login-page/
Cant translate certain stuff,https://wordpress.org/support/topic/cant-translate-certain-stuff/
Hide/disable quiz feedback,https://wordpress.org/support/topic/hide-disable-quiz-feedback/
Cant complete a quizz and it resets after all the ansewrs,https://wordpress.org/support/topic/cant-complete-a-quizz-and-it-resets-after-all-the-ansewrs/
Show WooCommerce Order in Tutor LMS Dashboard’s Order History,https://wordpress.org/support/topic/show-woocommerce-order-in-tutor-lms-dashboards-order-history/
Student are not getting course after purchasing,https://wordpress.org/support/topic/student-are-not-getting-course-after-purchasing/
can’t direct after login,https://wordpress.org/support/topic/cant-direct-after-login/
Migrating from Learnworlds,https://wordpress.org/support/topic/migrating-from-learnworlds/
New Students Unable to Enroll After WooCommerce Purchase,https://wordpress.org/support/topic/new-students-unable-to-enroll-after-woocommerce-purchase/
Complete Button Not Appear,https://wordpress.org/support/topic/complete-button-not-appear/
course permalink with transliterated title,https://wordpress.org/support/topic/course-permalink-with-transliterated-title/
Redirect After Login Based On User Role,https://wordpress.org/support/topic/redirect-after-login-based-on-user-role-2/
Issue with Instructor Profile URL Parameter Causing Unexpected Redirection,https://wordpress.org/support/topic/issue-with-instructor-profile-url-parameter-causing-unexpected-redirection/
Quizz time expired before the start,https://wordpress.org/support/topic/quizz-time-expired-before-the-start/
Error when adding yandex.metrica,https://wordpress.org/support/topic/error-when-adding-yandex-metrica/
Tutor lms and woocommerce conflicting with elementor plugin,https://wordpress.org/support/topic/tutor-lms-and-woocommerce-conflicting-with-elementor-plugin/
[NSFW] Approve Instructor,https://wordpress.org/support/topic/approve-instructor/
How do I force users to login before accessing free course?,https://wordpress.org/support/topic/how-do-i-force-users-to-login-before-accessing-free-course/
Taxes are not shown,https://wordpress.org/support/topic/taxes-are-not-shown-3/
Non-video based lesson,https://wordpress.org/support/topic/non-video-based-lesson/
Trial Access Feature Request,https://wordpress.org/support/topic/trial-access-feature-request/
"You do not receive emails when registering instructors, students or courses.",https://wordpress.org/support/topic/you-do-not-receive-emails-when-registering-instructors-students-or-courses/
Add to Cart” Button Not Visible for Courses in Tutor LMS,https://wordpress.org/support/topic/add-to-cart-button-not-visible-for-courses-in-tutor-lms/
Order of courses displayed in Bundle,https://wordpress.org/support/topic/order-of-courses-displayed-in-bundle/
Cannot remove Course Bundle,https://wordpress.org/support/topic/cannot-remove-course-bundle/
Students Unable to Register or Login After Switching to Free Version,https://wordpress.org/support/topic/students-unable-to-register-or-login-after-switching-to-free-version/
Duplicate course,https://wordpress.org/support/topic/duplicate-course-4/
How do I create an event?,https://wordpress.org/support/topic/how-do-i-create-an-event/
Course redirects to woocommerce product page,https://wordpress.org/support/topic/course-redirects-to-woocommerce-product-page/
Husky conflict,https://wordpress.org/support/topic/husky-conflict/
What’s the best and/or most well integrated affiliate plugin for TutorLMS?,https://wordpress.org/support/topic/whats-the-best-and-or-most-well-integrated-affiliate-plugin-for-tutorlms/
Withdrawal Request in Instructor Dashboard,https://wordpress.org/support/topic/withdrawal-request-in-instructor-dashboard/
Change Bottom Banner Next and Previous Button,https://wordpress.org/support/topic/change-bottom-banner-next-and-previous-button/
Profile Icon,https://wordpress.org/support/topic/profile-icon-3/
Courses are not selectable in Course Bundle,https://wordpress.org/support/topic/courses-are-not-selectable-in-course-bundle/
View all the quizzes,https://wordpress.org/support/topic/view-all-the-quizzes/
Continue Course button,https://wordpress.org/support/topic/continue-course-button-2/
Do you plan to add option to use quizzes a shortcode to embed on other pages?,https://wordpress.org/support/topic/do-you-plan-to-add-option-to-use-quizzes-a-shortcode-to-embed-on-other-pages/
Downloadable products in the Tutor Dashobard,https://wordpress.org/support/topic/downloadable-products-in-the-tutor-dashobard/
Dashboard,https://wordpress.org/support/topic/dashboard-130/
Guest mode,https://wordpress.org/support/topic/guest-mode-3/
Students Being Redirected to Completed Quiz,https://wordpress.org/support/topic/students-being-redirected-to-completed-quiz/
Students Being Redirected to Completed Quiz Instead of Proceeding to Next Lesson,https://wordpress.org/support/topic/students-being-redirected-to-completed-quiz-instead-of-proceeding-to-next-lesson/
Change course lesson slug,https://wordpress.org/support/topic/change-course-lesson-slug/
Translation problem and video player problem,https://wordpress.org/support/topic/translation-problem-and-video-player-problem/
How can i restore my tutor lms pro courses,https://wordpress.org/support/topic/how-can-i-restore-my-tutor-lms-pro-courses/
Download certificate,https://wordpress.org/support/topic/download-certificate-2/
Sell access to upcoming events,https://wordpress.org/support/topic/sell-access-to-upcoming-events/
Quando instalo o plug-ins tuto da erro crítico,https://wordpress.org/support/topic/quando-instalo-o-plug-ins-tuto-da-erro-critico/
Problems with password reset,https://wordpress.org/support/topic/problems-with-password-reset-2/
Course Page error,https://wordpress.org/support/topic/course-page-error-2/
Fixed viewport layout for question text and quizzes,https://wordpress.org/support/topic/fixed-viewport-layout-for-question-text-and-quizzes-2/
No Registra Estudiantes,https://wordpress.org/support/topic/no-registra-estudiantes/
tutor-icon issue in Chrome,https://wordpress.org/support/topic/tutor-icon-issue-in-chrome/
Tutor LMS certificate custom fields,https://wordpress.org/support/topic/tutor-lms-certificate-custom-fields/
Topic Icon,https://wordpress.org/support/topic/topic-icon/
"While TutorLMS works on Elementor Editor mode, it does not works on Finish mode",https://wordpress.org/support/topic/while-tutorlms-works-on-elementor-editor-mode-it-does-not-works-on-finish-mode/
Tutor LMS Rest API does not showing the price,https://wordpress.org/support/topic/tutor-lms-rest-api-does-not-showing-the-price/
Auto populate video length for all lessons,https://wordpress.org/support/topic/auto-populate-video-length-for-all-lessons/
Using your own registration form in Tutor LMS,https://wordpress.org/support/topic/using-your-own-registration-form-in-tutor-lms/
Custom fields woo commerce checkout,https://wordpress.org/support/topic/custom-fields-woo-commerce-checkout/
Custom Course Feedback Form or Survey,https://wordpress.org/support/topic/custom-course-feedback-form-or-survey/
Tutor lms withdrawals,https://wordpress.org/support/topic/tutor-lms-withdrawals/
How to hide course from public but keep it visible to enrolled users,https://wordpress.org/support/topic/how-to-hide-course-from-public-but-keep-it-visible-to-enrolled-users/
Course retake mode not working,https://wordpress.org/support/topic/course-retake-mode-not-working/
Lesson complete not working with a PDF attachment only as the lesson,https://wordpress.org/support/topic/lesson-complete-not-working-with-a-pdf-attachment-only-as-the-lesson/
Change course-bundle slug,https://wordpress.org/support/topic/change-course-bundle-slug/
Course Bundle / Reports Add-on – Missing translations,https://wordpress.org/support/topic/course-bundle-add-on-missing-translations/
The default image lightbox feature in Elementor is not working inside tutor,https://wordpress.org/support/topic/the-default-image-lightbox-feature-in-elementor-is-not-working-inside-tutor/
Category hierarchy not showing in course filer on the course archive,https://wordpress.org/support/topic/category-hierarchy-not-showing-in-course-filer-on-the-course-archive/
Mark as Complete lesson not showing Desktop,https://wordpress.org/support/topic/mark-as-complete-lesson-not-showing-desktop/
time for Quiz,https://wordpress.org/support/topic/time-for-quiz/
Filter or sorting only loop,https://wordpress.org/support/topic/filter-or-sorting-only-loop/
Error! parsererror,https://wordpress.org/support/topic/error-parsererror/
Player size for mp3,https://wordpress.org/support/topic/player-size-for-mp3/
Tutor LMS removing backslash in Latex inside quiz,https://wordpress.org/support/topic/tutor-lms-removing-backslash-in-latex-inside-quiz/
Tutor LMS default markings,https://wordpress.org/support/topic/tutor-lms-default-markings/
missing/congflicting admin/user pages/dashboards,https://wordpress.org/support/topic/basic-missing-admin-user-ui/
Tutor lms issue with Hello Elementor theme,https://wordpress.org/support/topic/tutor-lms-issue-with-hello-elementor-theme/
Bulk import students using a CSV file,https://wordpress.org/support/topic/bulk-import-students-using-a-csv-file/
Does TutorLMS integrates with TranslatePress?,https://wordpress.org/support/topic/does-tutorlms-integrates-with-translatepress/
How to clean Autoloaded files,https://wordpress.org/support/topic/how-to-clean-autoloaded-files/
Into and Lesson Videos not working on Android,https://wordpress.org/support/topic/into-and-lesson-videos-not-working-on-android/
Direct Checkout ( Woocommerce ),https://wordpress.org/support/topic/direct-checkout-woocommerce/
File Upload not working properly (Assignment),https://wordpress.org/support/topic/file-upload-not-working-properly-assignment/
Course Archive page layout is not mobile responsive.,https://wordpress.org/support/topic/course-archive-page-layout-is-not-mobile-responsive/
restore the menu from the Tutor Starter theme,https://wordpress.org/support/topic/restore-the-menu-from-the-tutor-starter-theme/
restor tutor starter header,https://wordpress.org/support/topic/restor-tutor-starter-header/
Creating a Live Course page around Tutor LMS,https://wordpress.org/support/topic/creating-a-live-course-page-around-tutor-lms-2/
How to fake number of student learned one course,https://wordpress.org/support/topic/how-to-fake-number-of-student-learned-one-course/
Tutor LMS Datepicker – Calendar Translation Problem,https://wordpress.org/support/topic/tutor-lms-datepicker-calendar-translation-problem/
Email logo,https://wordpress.org/support/topic/email-logo-2/
disable student account tutor lms,https://wordpress.org/support/topic/disable-student-account-tutor-lms/
student logout page not working,https://wordpress.org/support/topic/student-logout-page-not-working/
How to add a checkpoint point in a course on tutor lms,https://wordpress.org/support/topic/how-to-add-a-checkpoint-point-in-a-course-on-tutor-lms/
Exporting courses without dashboard access,https://wordpress.org/support/topic/exporting-courses-from-phpmyadmin/
"Elementor Issue, Course Page scattered, WooCommerce Order issue",https://wordpress.org/support/topic/elementor-issue-course-page-scattered-woocommerce-order-issue/
Wrong Video Source Default,https://wordpress.org/support/topic/wrong-video-source-default/
Adding Course preview video not displaying anywhere on course page,https://wordpress.org/support/topic/adding-course-preview-video-not-displaying-anywhere-on-course-page/
Urgent- Students are enrolling without paying,https://wordpress.org/support/topic/urgent-students-are-enrolling-without-paying/
How to link a particular course on a student or on a group of student,https://wordpress.org/support/topic/how-to-link-a-particular-course-on-a-student-or-on-a-group-of-student/
How to edit tutor login page,https://wordpress.org/support/topic/how-to-edit-tutor-login-page/
Critical Error when logging through TutorLMS login form on dashboard page,https://wordpress.org/support/topic/critical-error-when-logging-through-tutorlms-login-form-on-dashboard-page/
Add question button not working,https://wordpress.org/support/topic/add-question-button-not-working/
Tutor LMS profile element,https://wordpress.org/support/topic/tutor-lms-profile-element/
TutorLMS showing critical error when working with FluentSMTP,https://wordpress.org/support/topic/tutorlms-showing-critical-error-when-working-with-fluentsmtp/
Error when adding reviews,https://wordpress.org/support/topic/error-when-adding-reviews/
Negative Marking,https://wordpress.org/support/topic/negative-marking-4/
Why free lesson enroll student,https://wordpress.org/support/topic/why-free-lesson-enroll-student/
tutor LMS (especially Quizzes) on mobile,https://wordpress.org/support/topic/tutor-lms-especially-quizzes-on-mobile/
delete username field at registration student,https://wordpress.org/support/topic/delete-username-field-at-registration-student/
Add To Cart redirecting me to homepage,https://wordpress.org/support/topic/add-to-cart-redirecting-me-to-homepage/
Video Lesson Completion Control not working,https://wordpress.org/support/topic/video-lesson-completion-control-not-working/
Mark as Complete button is missing,https://wordpress.org/support/topic/mark-as-complete-button-is-missing/
Unable to Add or Update Lessons in Tutor LMS,https://wordpress.org/support/topic/unable-to-add-or-update-lessons-in-tutor-lms/
Tutor LMS Dashboard Menu Items Not Showing Properly,https://wordpress.org/support/topic/tutor-lms-dashboard-menu-items-not-showing-properly/
Can’t add qny questions ti quizzes,https://wordpress.org/support/topic/cant-add-qny-questions-ti-quizzes/
Tutor LMS is destroying my site SEO with redirect links,https://wordpress.org/support/topic/tutor-lms-is-destroying-my-site-seo-with-redirect-links/
I need to enable shortcodes into lessons,https://wordpress.org/support/topic/i-need-to-enable-shortcodes-into-lessons/
PHP errors when updating to version 2.7.3,https://wordpress.org/support/topic/php-errors-when-updating-to-version-2-7-3/
Critical Error in Tutor LMS,https://wordpress.org/support/topic/critical-error-in-tutor-lms/
Problem displaying video on mobile,https://wordpress.org/support/topic/problem-displaying-video-on-mobile/
critical error when accessing the plugin’s courses scree,https://wordpress.org/support/topic/marcos-wesleyhotmail-com-br/
Issue with WooCommerce,https://wordpress.org/support/topic/issue-with-woocommerce-17/
No auto-enrollment of buyers,https://wordpress.org/support/topic/no-auto-enrollment-of-buyers/
Buyers not enrolled,https://wordpress.org/support/topic/buyers-not-enrolled/
Warning: Attempt to read property “content” on null,https://wordpress.org/support/topic/warning-attempt-to-read-property-content-on-null/
Profile name on header is in black text,https://wordpress.org/support/topic/profile-name-on-header-is-in-black-text/
Translation of tutor-front.js,https://wordpress.org/support/topic/translation-of-tutor-front-js/
Category Filter in Enrolled Course,https://wordpress.org/support/topic/category-filter-in-enrolled-course/
Full screen,https://wordpress.org/support/topic/full-screen-39/
The translation is not shown,https://wordpress.org/support/topic/the-translation-is-not-shown/
Adding link to the dashboard page,https://wordpress.org/support/topic/adding-link-to-the-dashboard-page/
Twenty Twenty-FourVersie: 1.2 responsive menu does not work with Tutor LMS,https://wordpress.org/support/topic/twenty-twenty-fourversie-1-2-responsive-menu-does-not-work-with-tutor-lms/
Setting login form in different places on website,https://wordpress.org/support/topic/setting-login-form-in-different-places-on-website/
Orders status is not set to “Completed” after a succesful payment,https://wordpress.org/support/topic/orders-status-is-not-set-to-completed-after-a-succesful-payment/
The padding of the pages in TUTOR LMS is below the menu of my website.,https://wordpress.org/support/topic/the-padding-of-the-pages-in-tutor-lms-is-below-the-menu-of-my-website/
Locked content – admin/instructor,https://wordpress.org/support/topic/locked-content-admin-instructor/
Students data migration to another website,https://wordpress.org/support/topic/students-data-migration-to-another-website/
Editing The Tutor Dashboard: Page not found,https://wordpress.org/support/topic/editing-the-tutor-dashboard-page-not-found/
Tutor LMS Pro – Access denied to backend,https://wordpress.org/support/topic/tutor-lms-pro-access-denied-to-backend/
Lessons & Quizzes: how to noindex and remove from sitemap with Yoast SEO?,https://wordpress.org/support/topic/lessons-quizzes-how-to-noindex-and-remove-from-sitemap-with-yoast-seo/
Can we publish quiz in any regular posts or pages,https://wordpress.org/support/topic/can-we-publish-quiz-in-any-regular-posts-or-pages/
When ı upgrade new version ı lost my all courses,https://wordpress.org/support/topic/when-i-upgrade-new-version-i-lost-my-all-courses/
Fatal error after update 2.7.3 tutor,https://wordpress.org/support/topic/fatal-error-after-update-2-7-3-tutor/
Buy single course and membership,https://wordpress.org/support/topic/buy-single-course-and-membership/
Page content on the content left sidebar,https://wordpress.org/support/topic/page-content-on-the-content-left-sidebar/
Emails Verification: Edit email content,https://wordpress.org/support/topic/emails-verification-edit-email-content/
Rich Text editor for Quiz creation,https://wordpress.org/support/topic/rich-text-editor-for-quiz-creation/
Students are not enrolling in the course,https://wordpress.org/support/topic/students-are-not-enrolling-in-the-course/
[HELP] Review tab is messing up Course Page,https://wordpress.org/support/topic/help-review-tab-is-messing-up-course-page/
Changing # of Total Enrolled,https://wordpress.org/support/topic/changing-of-total-enrolled/
Getting started button erorr,https://wordpress.org/support/topic/getting-started-button-erorr-2/
Enrollment doesn’t work on upsells,https://wordpress.org/support/topic/enrollment-doesnt-work-on-upsells/
My dashboard redirect 404 to internal links,https://wordpress.org/support/topic/my-dashboard-redirect-404-to-internal-links/
I want to add custom taxonomy to courses apart from categories and tags.,https://wordpress.org/support/topic/i-want-to-add-custom-taxonomy-to-courses-apart-from-categories-and-tags/
Find tutor certificate credential id in database,https://wordpress.org/support/topic/find-tutor-certificate-credential-id-in-database/
Course is directing me to 404 not found,https://wordpress.org/support/topic/course-is-directing-me-to-404-not-found/
Edit email content template,https://wordpress.org/support/topic/edit-email-content-template/
Course ORDER!?,https://wordpress.org/support/topic/course-order/
TUTOR LMS COURSE BUNDLE – doesnt show,https://wordpress.org/support/topic/tutor-lms-course-bundle-doesnt-show/
How to change the format of the “Phone number” in the Dashboard Profile?,https://wordpress.org/support/topic/how-to-change-the-format-of-the-phone-number-in-the-dashboard-profile/
user progress migration,https://wordpress.org/support/topic/user-progress-migration/
tutor LMS and Woocommerce,https://wordpress.org/support/topic/tutor-lms-and-woocommerce-2/
Add ad to cart button on course page,https://wordpress.org/support/topic/add-ad-to-cart-button-on-course-page/
Suggestion with Tutor Lms and alliance with Surecart,https://wordpress.org/support/topic/suggestion-with-tutor-lms-and-alliance-with-surecart/
Lesson links return a 404 error,https://wordpress.org/support/topic/lesson-links-return-a-404-error/
Lack of new user accounts in WordPress after purchasing the course in TutorLMS,https://wordpress.org/support/topic/lack-of-new-user-accounts-in-wordpress-after-purchasing-the-course-in-tutorlms/
"After update the elementor latest version, it broke the enrolled-cours page",https://wordpress.org/support/topic/after-update-the-elementor-latest-version-it-broke-the-enrolled-cours-page-2/
tutor LMS and Woocommerce,https://wordpress.org/support/topic/tutor-lms-and-woocommerce/
Tecnical issues on mobile and reset password,https://wordpress.org/support/topic/tecnical-issues-on-mobile-and-reset-password/
[NSFW] YouTube movie uploaden in Tutor,https://wordpress.org/support/topic/youtube-movie-uploaden-in-tutor/
How to add audio it should be downloadable by students,https://wordpress.org/support/topic/how-to-add-audio-it-should-be-downloadable-by-students/
Client interface,https://wordpress.org/support/topic/client-interface/
Course Plans,https://wordpress.org/support/topic/course-plans/
All Users UNABLE To Use Login Screen,https://wordpress.org/support/topic/all-users-unable-to-use-login-screen/
Not able to change the CART color,https://wordpress.org/support/topic/not-able-to-change-the-cart-color/
They don’t display all the courses in the page courses,https://wordpress.org/support/topic/they-dont-display-all-the-courses-in-the-page-courses/
I can’t set it up,https://wordpress.org/support/topic/i-cant-set-it-up/
problem with mobile responsiveness,https://wordpress.org/support/topic/problem-with-mobile-responsiveness-2/
Student Profile Page is empty,https://wordpress.org/support/topic/student-profile-page-is-empty/
Elementor block not displaying well,https://wordpress.org/support/topic/elementor-block-not-displaying-well/
Settings Not Changing Design & General Design,https://wordpress.org/support/topic/settings-not-changing-design-general-design/
quiz system,https://wordpress.org/support/topic/quiz-system/
[BUG]: Mobile users (iOS/Android) cannot start learning course from course page,https://wordpress.org/support/topic/bug-mobile-users-ios-android-cannot-start-learning-course-from-course-page/
Tutor LMS plugin,https://wordpress.org/support/topic/tutor-lms-plugin-2/
How to add order detail link on each order number in purchase_history page,https://wordpress.org/support/topic/how-to-add-order-detail-link-on-each-order-number-in-purchase_history-page/
How to manualy aprove a user to a course after payment or manualy aprove,https://wordpress.org/support/topic/how-to-manualy-aprove-a-user-to-a-course-after-payment-or-manualy-aprove/
"Tutor lms, How to show course bundles in Carousell Element tab?",https://wordpress.org/support/topic/tutor-lms-how-to-show-course-bundles-in-carousell-element-tab/
Change student progress in a course,https://wordpress.org/support/topic/change-student-progress-in-a-course/
Course login for unregistered clients,https://wordpress.org/support/topic/course-login-for-unregistered-clients/
Bug on the official website – Refund problem,https://wordpress.org/support/topic/bug-on-the-official-website-refund-problem/
Public announcements,https://wordpress.org/support/topic/public-announcements/
Calendar not displaying data on other months except current month,https://wordpress.org/support/topic/calendar-not-displaying-data-on-other-months-except-current-month/
Issue with White Space at the Bottom of Lesson Page,https://wordpress.org/support/topic/issue-with-white-space-at-the-bottom-of-lesson-page/
Course Filter,https://wordpress.org/support/topic/course-filter-2/
Color change affects backend,https://wordpress.org/support/topic/color-change-affects-backend/
Course Details Page in Mobile View isn’t responsive,https://wordpress.org/support/topic/course-details-page-in-mobile-view-isnt-responsive/
How to expand textarea in #tutor-course-additional-data,https://wordpress.org/support/topic/how-to-expand-textarea-in-tutor-course-additional-data/
Translation not taken into account by the theme.,https://wordpress.org/support/topic/translation-not-taken-into-account-by-the-theme/
Why doesn’t my public training page appear?,https://wordpress.org/support/topic/why-doesnt-my-public-training-page-appear/
Option to resume quiz feature,https://wordpress.org/support/topic/option-to-resume-quiz-feature/
monetization reverts back to disabled,https://wordpress.org/support/topic/monetization-reverts-back-to-disabled/
Coursant / user activity log.. ? records,https://wordpress.org/support/topic/coursant-user-activity-log-records/
How to make evolving bundle?,https://wordpress.org/support/topic/how-to-make-evolving-bundle/
Tutor LMS Pro + WooCommerce (with Mollie payment) + Paid Memberships PRO experie,https://wordpress.org/support/topic/tutor-lms-pro-woocommerce-with-mollie-payment-paid-memberships-pro-experie/
Escape commas when exporting students data,https://wordpress.org/support/topic/escape-commas-when-exporting-students-data/
Not enrolled after purchase,https://wordpress.org/support/topic/not-enrolled-after-purchase/
Tutor plugin database error,https://wordpress.org/support/topic/tutor-plugin-database-error/
Mobile version in 2 columns,https://wordpress.org/support/topic/mobile-version-in-2-columns/
Problem with Embedded Video with custom player,https://wordpress.org/support/topic/problem-with-embedded-video-with-custom-player/
Confusion between WooCommerce account page and tutor lms account dashboard,https://wordpress.org/support/topic/confusion-between-woocommerce-account-page-and-tutor-lms-account-dashboard/
User not created,https://wordpress.org/support/topic/user-not-created/
Importing users (Students) as CSV file,https://wordpress.org/support/topic/importing-users-students-as-csv-file/
Addition of schedule in each lesson in tutor lms,https://wordpress.org/support/topic/addition-of-schedule-in-each-lesson-in-tutor-lms/
How do I remove mandatory field from student registration form?,https://wordpress.org/support/topic/how-do-i-remove-mandatory-field-from-student-registration-form/
Include Woocommerce “billing_cpf” field in Certificate Builder,https://wordpress.org/support/topic/include-woocommerce-billing_cpf-field-in-certificate-builder/
Zoom with Tutor LMS,https://wordpress.org/support/topic/zoom-with-tutor-lms/
Social Profile Bug (I’ve been waiting for weeks!),https://wordpress.org/support/topic/social-profile-bug-ive-been-waiting-for-weeks/
How to remove the lesson-sitemap.xml from sitemap_index.xml,https://wordpress.org/support/topic/how-to-remove-the-lesson-sitemap-xml-from-sitemap_index-xml/
How to show a list of people who have already completed the course?,https://wordpress.org/support/topic/how-to-show-a-list-of-people-who-have-already-completed-the-course/
Quizzes Force Sign-in In Non-Enrolled Courses,https://wordpress.org/support/topic/quizzes-force-sign-in-in-non-enrolled-courses/
Can’t do shortcode in Tutor LMS Dashboard,https://wordpress.org/support/topic/cant-do-shortcode-in-tutor-lms-dashboard/
Redirect students after submitting registration form.,https://wordpress.org/support/topic/redirect-students-after-submitting-registration-form/
